i,bplus_s,brute_s
3058,4.457999239093624e-06,7.154400009312667e-05
3059,3.5560005926527083e-06,7.1493999712402e-05
3060,5.509999027708545e-06,7.190600081230514e-05
3061,3.56700002157595e-06,7.134500083338935e-05
3062,8.136001270031556e-06,7.142400136217475e-05
3063,6.100999598857015e-06,7.116399865481071e-05
3064,9.949000741471536e-06,7.094300053722691e-05
3065,8.285000149044208e-06,7.11840002622921e-05
3066,3.6769997677765787e-06,8.319600055983756e-05
3067,3.406999894650653e-06,7.367899888777174e-05
3068,3.4570002753753215e-06,7.240599916258361e-05
3069,4.458001058083028e-06,7.195500074885786e-05
3070,3.3870001061586663e-06,7.193499914137647e-05
3071,3.3670003176666796e-06,7.168500087573193e-05
3072,8.074999641394243e-06,7.190599899331573e-05
3073,6.42200029687956e-06,7.175499922595918e-05
3074,3.5470002330839634e-06,7.191500117187388e-05
3075,3.7980007618898526e-06,8.355800127901603e-05
3076,3.62699938705191e-06,8.403799984080251e-05
3077,3.5260000004200265e-06,7.185499998740852e-05
3078,3.5169996408512816e-06,8.308699943881948e-05
3079,5.751000571763143e-06,8.376799996767659e-05
3080,4.046998583362438e-06,8.69230007083388e-05
3081,3.4269996831426397e-06,8.194399924832396e-05
3082,7.513999662478454e-06,7.248600013554096e-05
3083,5.048999810242094e-06,8.192499990400393e-05
3084,3.7669997254852206e-06,7.170500066422392e-05
3085,3.6069995985599235e-06,7.186599941633176e-05
3086,7.58500027586706e-06,7.219600047392305e-05
3087,3.597000613808632e-06,7.170500066422392e-05
3088,3.7970003177179024e-06,7.183500019891653e-05
3089,3.3359992812620476e-06,7.204600115073845e-05
3090,4.849000106332824e-06,7.209499926830176e-05
3091,5.1200004236306995e-06,7.258699952217285e-05
3092,9.327999578090385e-06,8.420900121564046e-05
3093,4.888999683316797e-06,7.422999988193624e-05
3094,3.6969995562685654e-06,7.318799907807261e-05
3095,4.769000952364877e-06,7.308800013561267e-05
3096,7.034001100691967e-06,7.321799967030529e-05
3097,3.5470002330839634e-06,7.312799971259665e-05
3098,3.746999936993234e-06,7.291799920494668e-05
3099,4.8389993025921285e-06,7.262700091814622e-05
3100,3.3760006772354245e-06,7.287700100278016e-05
3101,3.3770011214073747e-06,7.2426000770065e-05
3102,3.2160005503101274e-06,7.272700167959556e-05
3103,3.316999936942011e-06,7.287700100278016e-05
3104,3.656999979284592e-06,7.760599874018226e-05
3105,3.8070011214585975e-06,0.00010450699846842326
3106,4.737999915960245e-06,9.179300104733557e-05
3107,3.4360000427113846e-06,9.041099838213995e-05
3108,3.5570010368246585e-06,9.004000094137155e-05
3109,8.385999535676092e-06,8.977899960882496e-05
3110,4.859000910073519e-06,8.987000001070555e-05
3111,3.4870008676080033e-06,8.946799971454311e-05
3112,3.787001332966611e-06,9.000899990496691e-05
3113,3.496999852359295e-06,8.984899977804162e-05
3114,4.798999725608155e-06,0.00010980699880747125
3115,4.5889992179581895e-06,9.028000022226479e-05
3116,3.4959994081873447e-06,0.00010367600043537095
3117,3.336001100251451e-06,9.149200013780501e-05
3118,4.7789999371161684e-06,9.077100003196392e-05
3119,3.5260000004200265e-06,8.682400039106142e-05
3120,3.3659998734947294e-06,7.33580000087386e-05
3121,5.480998879647814e-06,7.341799937421456e-05
3122,3.6369983718032017e-06,8.40680004330352e-05
3123,3.576000381144695e-06,7.358800030488055e-05
3124,3.5869998100679368e-06,7.303800157387741e-05
3125,5.310001142788678e-06,7.33479992049979e-05
3126,3.6069995985599235e-06,7.324800026253797e-05
3127,5.490001058205962e-06,7.318799907807261e-05
3128,3.315999492770061e-06,8.37379993754439e-05
3129,3.466999260126613e-06,7.497099977626931e-05
3130,3.3269989216933027e-06,7.386900142591912e-05
3131,5.160000000614673e-06,7.322799865505658e-05
3132,3.1859999580774456e-06,7.298799937416334e-05
3133,3.6370001907926053e-06,7.3037999754888e-05
3134,5.210000381339341e-06,7.252599971252494e-05
3135,3.806999302469194e-06,7.317800009332132e-05
3136,3.406999894650653e-06,7.300699871848337e-05
3137,6.852998922113329e-06,7.327800085477065e-05
3138,9.147001037490554e-06,7.342800017795525e-05
3139,3.577000825316645e-06,7.312799971259665e-05
3140,3.176000973326154e-06,7.400899994536303e-05
3141,3.4570002753753215e-06,8.315600098285358e-05
3142,3.2759999157860875e-06,7.519199971284252e-05
3143,3.4859986044466496e-06,7.400899994536303e-05
3144,6.952999683562666e-06,7.378900045296177e-05
3145,3.486000423436053e-06,7.360900053754449e-05
3146,4.978999641025439e-06,7.341899981838651e-05
3147,3.4360000427113846e-06,7.321799967030529e-05
3148,4.829000317840837e-06,7.300700053747278e-05
3149,4.920000719721429e-06,7.33479992049979e-05
3150,3.5270004445919767e-06,7.341799937421456e-05
3151,5.080000846646726e-06,7.345800077018794e-05
3152,5.23999915458262e-06,7.337799979723059e-05
3153,5.497399979503825e-05,7.380899842246436e-05
3154,5.591000444837846e-06,7.313800051633734e-05
3155,4.899999112240039e-06,9.861600119620562e-05
3156,5.449999662232585e-06,7.457999890903011e-05
3157,4.878998879576102e-06,7.433999962813687e-05
3158,4.60900082543958e-06,7.376900066446979e-05
3159,3.5360008041607216e-06,8.345700007339474e-05
3160,3.576000381144695e-06,7.385899880318902e-05
3161,3.416000254219398e-06,7.38889993954217e-05
3162,4.539000656222925e-06,7.414900028379634e-05
3163,3.417000698391348e-06,7.367899888777174e-05
3164,3.5869998100679368e-06,7.372899926849641e-05
3165,3.5969987948192284e-06,7.396900036837906e-05
3166,5.359999704523943e-06,7.447099960700143e-05
3167,5.660000169882551e-06,7.950899998832028e-05
3168,1.0138999641640112e-05,7.55320015741745e-05
3169,6.913000106578693e-06,7.453999933204614e-05
3170,7.1340000431519e-06,7.496200123568997e-05
3171,4.818999514100142e-06,7.464000009349547e-05
3172,3.907000063918531e-06,7.456100138369948e-05
3173,4.908999471808784e-06,9.110099927056581e-05
3174,4.056999387103133e-06,7.446099880326074e-05
3175,4.036999598611146e-06,7.481099964934401e-05
3176,3.236000338802114e-06,7.44499993743375e-05
3177,3.4269996831426397e-06,7.493100019928534e-05
3178,3.697001375257969e-06,7.469100091839209e-05
3179,7.424001523759216e-06,7.35079993319232e-05
3180,3.817998731392436e-06,9.000000136438757e-05
3181,3.836999894701876e-06,7.729599929007236e-05
3182,5.509999027708545e-06,7.588299922645092e-05
3183,3.746999936993234e-06,7.563200051663443e-05
3184,5.710999175789766e-06,7.421000009344425e-05
3185,3.416000254219398e-06,7.544199979747646e-05
3186,3.5270004445919767e-06,7.590299901494291e-05
3187,1.879599949461408e-05,7.555200136266649e-05
3188,3.7879999581491575e-06,7.987100070749875e-05
3189,3.5369994293432683e-06,7.53619988245191e-05
3190,3.5369994293432683e-06,8.039099884626921e-05
3191,3.4269996831426397e-06,7.559199912066106e-05
3192,3.357001332915388e-06,8.11930003692396e-05
3193,3.3460000850027427e-06,8.737499956623651e-05
3194,6.03199987381231e-06,9.028999920701608e-05
3195,3.7669997254852206e-06,7.722499867668375e-05
3196,3.475999619695358e-06,8.540100134268869e-05
3197,3.2759999157860875e-06,7.619399912073277e-05
3198,4.829000317840837e-06,7.554299918410834e-05
3199,3.6170004023006186e-06,7.571199967060238e-05
3200,3.5559987736633047e-06,7.590300083393231e-05
3201,3.727000148501247e-06,7.601299876114354e-05
3202,5.5199998314492404e-06,7.578300028399099e-05
3203,4.679000994656235e-06,7.555199954367708e-05
3204,3.285998900537379e-06,7.545200060121715e-05
3205,5.129999408381991e-06,8.268599958682898e-05
3206,3.5270004445919767e-06,8.73240005603293e-05
3207,3.577000825316645e-06,7.6603999332292e-05
3208,3.576000381144695e-06,7.616299990331754e-05
3209,4.6789991756668314e-06,7.648499922652263e-05
3210,1.1692000043694861e-05,7.621400072821416e-05
3211,6.42200029687956e-06,7.663399992452469e-05
3212,6.001000656397082e-06,7.653400098206475e-05
3213,3.7370009522419423e-06,7.598299998790026e-05
3214,3.417000698391348e-06,7.634299981873482e-05
3215,3.5260000004200265e-06,7.61540013627382e-05
3216,4.978999641025439e-06,7.650400038983207e-05
3217,5.881000106455758e-06,7.539199941675179e-05
3218,3.7070003600092605e-06,8.728400098334532e-05
3219,3.50700065609999e-06,7.82370007073041e-05
3220,3.7370009522419423e-06,7.680499948037323e-05
3221,5.0889993872260675e-06,7.666499914193992e-05
3222,3.535998985171318e-06,7.704500058025587e-05
3223,4.850000550504774e-06,7.70049991842825e-05
3224,1.06999996205559e-05,7.698499939579051e-05
3225,4.758998329634778e-06,0.0001440110008843476
3226,5.230000169831328e-06,0.00016506100109836552
3227,3.776998710236512e-06,0.00016426900037913583
3228,5.029000021750107e-06,0.00019172199972672388
3229,3.7369991332525387e-06,0.00016758600031607784
3230,3.827999535133131e-06,0.00017113200010498986
3231,3.977000233135186e-06,0.00016707499889889732
3232,3.6870005715172738e-06,0.0001685980005277088
3233,3.1059989851200953e-06,0.00018823499885911588
3234,3.9379992813337594e-06,0.00016974999925878365
3235,1.471799987484701e-05,0.00019048899957851972
3236,3.7680001696571708e-06,0.000167124999279622
3237,3.347000529174693e-06,0.00016728499940654729
3238,4.618999810190871e-06,0.00016691500059096143
3239,3.385999661986716e-06,0.00017845699949248228
3240,3.456998456385918e-06,0.00016900900118343998
3241,4.899999112240039e-06,0.00010604999988572672
3242,3.4059994504787028e-06,7.703499977651518e-05
3243,5.37999949301593e-06,8.643299952382222e-05
3244,5.510000846697949e-06,7.75459993747063e-05
3245,3.475999619695358e-06,7.664399890927598e-05
3246,4.80900052934885e-06,7.692500003031455e-05
3247,4.7389985411427915e-06,8.722399979887996e-05
3248,3.4570002753753215e-06,7.706500036874786e-05
3249,3.4870008676080033e-06,8.322699977725279e-05
3250,3.646999175543897e-06,7.682499926886521e-05
3251,5.050000254414044e-06,7.701599861320574e-05
3252,9.007000699057244e-06,7.704499876126647e-05
3253,5.310001142788678e-06,7.69950001995312e-05
3254,3.3659998734947294e-06,7.418000132020097e-05
3255,3.44700129062403e-06,7.432999882439617e-05
3256,4.9390000640414655e-06,7.497099977626931e-05
3257,4.01800025429111e-06,8.82559997990029e-05
3258,5.449999662232585e-06,7.467999967047945e-05
3259,5.900999894947745e-06,7.46710011299001e-05
3260,3.6260007618693635e-06,7.449000077031087e-05
3261,4.157998773735017e-06,7.422000089718495e-05
3262,3.6769997677765787e-06,8.083299871941563e-05
3263,4.107998393010348e-06,7.543199899373576e-05
3264,4.1480016079731286e-06,7.477100007236004e-05
3265,3.656999979284592e-06,7.480100066459272e-05
3266,4.1980001697083935e-06,7.479099986085203e-05
3267,9.718000001157634e-06,7.466100032615941e-05
3268,3.526998625602573e-06,7.53719996282598e-05
3269,5.009000233258121e-06,7.500099854951259e-05
3270,4.978999641025439e-06,7.505099893023726e-05
3271,1.0730000212788582e-05,7.364899829553906e-05
3272,3.2770003599580377e-06,7.522099986090325e-05
3273,4.638999598682858e-06,7.487100083380938e-05
3274,3.7970003177179024e-06,7.530200127803255e-05
3275,4.84999873151537e-06,8.028100091905799e-05
3276,8.356000762432814e-06,9.164300172415096e-05
3277,3.836999894701876e-06,7.495099998777732e-05
3278,3.776998710236512e-06,7.528199967055116e-05
3279,3.9169990486698225e-06,7.494100100302603e-05
3280,3.6870005715172738e-06,7.490099960705265e-05
3281,4.739000360132195e-06,7.532200106652454e-05
3282,5.1200004236306995e-06,7.523199928982649e-05
3283,5.690999387297779e-06,7.48410002415767e-05
3284,8.525999874109402e-06,7.521100087615196e-05
3285,3.4559998312033713e-06,7.492100121453404e-05
3286,4.84999873151537e-06,8.596199950261507e-05
3287,3.4460008464520797e-06,7.58420010242844e-05
3288,3.716999344760552e-06,8.172299931175075e-05
3289,3.706998541019857e-06,7.624399950145744e-05
3290,6.692000170005485e-06,7.563300096080638e-05
3291,3.4360000427113846e-06,7.567200009361841e-05
3292,4.9700011004460976e-06,7.570200068585109e-05
3293,3.746999936993234e-06,7.541200102423318e-05
3294,7.3640003392938524e-06,7.521200132032391e-05
3295,6.4420000853715464e-06,7.563299914181698e-05
3296,4.989000444766134e-06,7.569300032628234e-05
3297,3.5869998100679368e-06,7.626399928994942e-05
3298,3.4960012271767482e-06,7.64540000091074e-05
3299,3.385999661986716e-06,7.584300146845635e-05
3300,5.43999885849189e-06,7.571199967060238e-05
3301,6.54299947200343e-06,7.73149986343924e-05
3302,4.818999514100142e-06,7.63140014896635e-05
3303,3.6870005715172738e-06,7.634299981873482e-05
3304,7.885000741225667e-06,7.619400093972217e-05
3305,3.3659998734947294e-06,7.601300058013294e-05
3306,3.6769997677765787e-06,7.64640008128481e-05
3307,7.964999895193614e-06,7.616299990331754e-05
3308,5.068999598734081e-06,7.634400026290677e-05
3309,5.359999704523943e-06,7.619300049555022e-05
3310,4.07799961976707e-06,7.675500091863796e-05
3311,5.860998498974368e-06,7.688500045333058e-05
3312,5.20000139658805e-06,7.693500083405524e-05
3313,4.528001227299683e-06,8.117299876175821e-05
3314,3.6470009945333004e-06,7.820700011507142e-05
3315,4.949000867782161e-06,7.736599945928901e-05
3316,7.5049993029097095e-06,8.681399958732072e-05
3317,4.909999915980734e-06,7.751599878247362e-05
3318,6.772999768145382e-06,7.703499977651518e-05
3319,3.445999027462676e-06,7.71550003264565e-05
3320,4.719000571640208e-06,7.741599984001368e-05
3321,3.0960000003688037e-06,7.77870009187609e-05
3322,3.776998710236512e-06,7.72259991208557e-05
3323,1.1792999430326745e-05,7.725499926891644e-05
3324,4.818999514100142e-06,7.712499973422382e-05
3325,6.242000381462276e-06,7.708500015723985e-05
3326,3.6069995985599235e-06,8.836699998937547e-05
3327,5.018999218009412e-06,7.837799967091996e-05
3328,3.6370001907926053e-06,7.818700032657944e-05
3329,3.4469994716346264e-06,7.772600110911299e-05
3330,5.410000085248612e-06,7.783700129948556e-05
3331,9.428000339539722e-06,9.109100028581452e-05
3332,4.86899989482481e-06,9.061099990503863e-05
3333,3.6270012060413137e-06,9.168300130113494e-05
3334,3.44700129062403e-06,7.783700129948556e-05
3335,5.660000169882551e-06,7.636400005139876e-05
3336,5.23999915458262e-06,7.763599933241494e-05
3337,3.6669989640358835e-06,7.791700045345351e-05
3338,3.4670010791160166e-06,9.053100075107068e-05
3339,3.125998773612082e-06,7.887900028435979e-05
3340,3.155999365844764e-06,7.889799962867983e-05
3341,3.50600021192804e-06,7.887799984018784e-05
3342,3.6260007618693635e-06,7.899899901531171e-05
3343,3.6769997677765787e-06,7.84679996286286e-05
3344,4.890000127488747e-06,7.870799890952185e-05
3345,3.716999344760552e-06,7.84679996286286e-05
3346,5.230000169831328e-06,7.867799831728917e-05
3347,4.719000571640208e-06,7.871800153225195e-05
3348,3.3569995139259845e-06,7.873799950175453e-05
3349,4.798999725608155e-06,7.837700104573742e-05
3350,4.9600002967054024e-06,8.979899939731695e-05
3351,3.437000486883335e-06,8.009100019990001e-05
3352,4.599000021698885e-06,7.945899960759562e-05
3353,4.178000381216407e-06,7.921899850771297e-05
3354,3.806999302469194e-06,7.881899909989443e-05
3355,3.486000423436053e-06,7.922899931145366e-05
3356,3.847000698442571e-06,7.953000022098422e-05
3357,5.920200055697933e-05,7.920900134195108e-05
3358,8.446000720141456e-06,7.910899876151234e-05
3359,7.282998922164552e-06,7.960000039020088e-05
3360,5.289999535307288e-06,9.534899982099887e-05
3361,7.574000846943818e-06,7.915900096122641e-05
3362,6.973001291044056e-06,9.086199861485511e-05
3363,5.3299991122912616e-06,8.113300100376364e-05
3364,7.574000846943818e-06,7.969000034790952e-05
3365,3.537001248332672e-06,7.973100036906544e-05
3366,3.9979986468097195e-06,7.961999835970346e-05
3367,3.7369991332525387e-06,7.963000098243356e-05
3368,3.416000254219398e-06,7.966000157466624e-05
3369,3.4570002753753215e-06,7.94099996710429e-05
3370,3.5769990063272417e-06,9.156200030702166e-05
3371,3.7669997254852206e-06,7.986000127857551e-05
3372,3.697001375257969e-06,9.210300049744546e-05
3373,5.009998858440667e-06,8.845699994708411e-05
3374,6.812999345129356e-06,9.079100163944531e-05
3375,4.829000317840837e-06,8.091300151136238e-05
3376,5.330000931280665e-06,7.97199991211528e-05
3377,5.2200011850800365e-06,7.986000127857551e-05
3378,8.51600088935811e-06,9.182299982057884e-05
3379,5.078998583485372e-06,7.95599989942275e-05
3380,3.7070003600092605e-06,7.944900062284432e-05
3381,3.4859986044466496e-06,8.898700070858467e-05
3382,7.0529986260226e-06,7.98599994595861e-05
3383,3.477000063867308e-06,7.949000064400025e-05
3384,3.787001332966611e-06,7.872800051700324e-05
3385,3.576000381144695e-06,8.924800022214185e-05
3386,4.6889999794075266e-06,8.574200001021381e-05
3387,5.118999979458749e-06,8.657299986225553e-05
3388,5.26000076206401e-06,8.082199929049239e-05
3389,3.3760006772354245e-06,8.069199975579977e-05
3390,3.6159999581286684e-06,8.04819992481498e-05
3391,3.6759993236046284e-06,8.023099871934392e-05
3392,6.772999768145382e-06,8.023100053833332e-05
3393,4.80900052934885e-06,8.048100062296726e-05
3394,3.656999979284592e-06,8.045100003073458e-05
3395,3.477000063867308e-06,8.070200055954047e-05
3396,3.3870001061586663e-06,8.053099918470252e-05
3397,3.3870001061586663e-06,8.007999895198736e-05
3398,5.820998921990395e-06,8.516100024280604e-05
3399,3.6969995562685654e-06,8.601199988333974e-05
3400,4.228000761941075e-06,8.058200000959914e-05
3401,3.6870005715172738e-06,8.078199971350841e-05
3402,3.7669997254852206e-06,8.048200106713921e-05
3403,5.469999450724572e-06,8.090299888863228e-05
3404,5.4199990699999034e-06,8.090300070762169e-05
3405,3.7070003600092605e-06,8.104200060188305e-05
3406,3.7370009522419423e-06,8.062199958658312e-05
3407,7.0930000219959766e-06,8.082199929049239e-05
3408,3.7869995139772072e-06,8.084300134214573e-05
3409,3.95800088881515e-06,8.101200000965036e-05
3410,3.5169996408512816e-06,8.699400132172741e-05
3411,3.5260000004200265e-06,8.738399992580526e-05
3412,6.612999641220085e-06,8.112300020002294e-05
3413,4.6889999794075266e-06,8.076199992501643e-05
3414,3.846998879453167e-06,8.070200055954047e-05
3415,5.85100133321248e-06,8.105300003080629e-05
3416,5.38099993718788e-06,8.246499965025578e-05
3417,7.945000106701627e-06,8.24349990580231e-05
3418,4.658999387174845e-06,8.259499918494839e-05
3419,5.29999852005858e-06,8.302700007334352e-05
3420,3.5869998100679368e-06,8.264600000984501e-05
3421,5.399999281507917e-06,8.285699914267752e-05
3422,3.7569989217445254e-06,8.827599958749488e-05
3423,4.958999852533452e-06,0.00010122999992745463
3424,7.814000127837062e-06,8.33569993119454e-05
3425,6.571999620064162e-06,8.284599971375428e-05
3426,3.3670003176666796e-06,8.286699994641822e-05
3427,3.62699938705191e-06,8.325699855049606e-05
3428,6.692998795188032e-06,8.338699990417808e-05
3429,3.716999344760552e-06,8.228499973483849e-05
3430,3.806999302469194e-06,8.208500003092922e-05
3431,3.6270012060413137e-06,8.213500041165389e-05
3432,3.6860001273453236e-06,8.090200026344974e-05
3433,3.315999492770061e-06,8.190399967133999e-05
3434,4.659001206164248e-06,8.834599975671154e-05
3435,3.5270004445919767e-06,8.835700100462418e-05
3436,6.7230012064101174e-06,8.290600089821965e-05
3437,3.3670003176666796e-06,8.279599933302961e-05
3438,3.4269996831426397e-06,8.236499888880644e-05
3439,6.3620009314036e-06,8.246500146924518e-05
3440,3.5369994293432683e-06,8.24250000732718e-05
3441,4.80900052934885e-06,8.235499990405515e-05
3442,3.236000338802114e-06,8.174399954441469e-05
3443,8.926999726099893e-06,8.176399933290668e-05
3444,3.6370001907926053e-06,8.17239997559227e-05
3445,5.149000571691431e-06,8.19750002847286e-05
3446,3.716999344760552e-06,0.00011255199933657423
3447,4.178000381216407e-06,9.434700041310862e-05
3448,4.649000402423553e-06,8.248599988291971e-05
3449,3.62699938705191e-06,9.208299888996407e-05
3450,4.15800059272442e-06,0.00010037900028692093
3451,3.817000106209889e-06,8.224500015785452e-05
3452,5.300000339047983e-06,8.209499901568051e-05
3453,9.577999662724324e-06,8.218499897338916e-05
3454,3.3659998734947294e-06,8.192499990400393e-05
3455,4.999001248506829e-06,8.217499998863786e-05
3456,5.649999366141856e-06,8.193500070774462e-05
3457,5.289999535307288e-06,8.907800111046527e-05
3458,3.836999894701876e-06,8.290600089821965e-05
3459,4.057999831275083e-06,8.289600009447895e-05
3460,5.330000931280665e-06,8.300700028485153e-05
3461,5.4299998737405986e-06,8.232500113081187e-05
3462,3.4469994716346264e-06,8.32069999887608e-05
3463,3.6170004023006186e-06,8.284599971375428e-05
3464,5.5109994718804955e-06,8.292599886772223e-05
3465,4.968998837284744e-06,8.25160004751524e-05
3466,8.184999387594871e-06,8.259600144810975e-05
3467,3.556999217835255e-06,8.28259999252623e-05
3468,4.78899892186746e-06,8.858699948177673e-05
3469,3.817000106209889e-06,8.391799929086119e-05
3470,3.7369991332525387e-06,8.372800039069261e-05
3471,3.968001692555845e-06,8.196400085580535e-05
3472,3.936998837161809e-06,8.294699910038617e-05
3473,3.5260000004200265e-06,8.306699965032749e-05
3474,1.1411000741645694e-05,8.307699863507878e-05
3475,3.836999894701876e-06,8.326599891006481e-05
3476,4.74900116387289e-06,9.096199937630445e-05
3477,1.3926000974606723e-05,8.29660002636956e-05
3478,3.7170011637499556e-06,8.303700087708421e-05
3479,3.656999979284592e-06,8.309599979838822e-05
3480,3.1260005926014856e-06,8.960899867815897e-05
3481,3.656999979284592e-06,8.419899859291036e-05
3482,3.155000740662217e-06,8.340699969267007e-05
3483,3.7970003177179024e-06,8.255600005213637e-05
3484,3.868000931106508e-06,0.00010020899935625494
3485,3.7370009522419423e-06,8.327700015797745e-05
3486,5.190000592847355e-06,8.27450003271224e-05
3487,4.908999471808784e-06,8.325700036948547e-05
3488,5.399999281507917e-06,8.284599971375428e-05
3489,4.658999387174845e-06,8.291599988297094e-05
3490,3.62699938705191e-06,8.283600072900299e-05
3491,5.169000360183418e-06,8.301599882543087e-05
3492,3.7970003177179024e-06,8.943899956648238e-05
3493,4.0169998101191595e-06,8.377800077141728e-05
3494,3.477000063867308e-06,8.316599996760488e-05
3495,3.706998541019857e-06,8.378799975616857e-05
3496,3.4660006349440664e-06,8.370700015802868e-05
3497,3.7569989217445254e-06,8.333699952345341e-05
3498,5.32000012753997e-06,8.378799975616857e-05
3499,3.886998456437141e-06,8.337699910043739e-05
3500,3.656999979284592e-06,8.350699863513e-05
3501,3.667000783025287e-06,8.308599899464753e-05
3502,3.556999217835255e-06,8.324700138473418e-05
3503,5.900999894947745e-06,8.957800127973314e-05
3504,3.716999344760552e-06,8.452899965050165e-05
3505,3.3559990697540343e-06,8.356800026376732e-05
3506,5.870999302715063e-06,8.360799984075129e-05
3507,3.656999979284592e-06,8.332700053870212e-05
3508,3.6270012060413137e-06,8.349700146936812e-05
3509,3.466999260126613e-06,8.349699965037871e-05
3510,3.666000338853337e-06,8.334700032719411e-05
3511,4.958999852533452e-06,8.3427999925334e-05
3512,3.3659998734947294e-06,8.373800119443331e-05
3513,4.6080003812676296e-06,8.361799882550258e-05
3514,3.50700065609999e-06,9.4999000793905e-05
3515,7.493999873986468e-06,9.191299977828749e-05
3516,4.649000402423553e-06,8.509099825459998e-05
3517,3.5270004445919767e-06,8.415800039074384e-05
3518,3.2460011425428092e-06,8.387800153286662e-05
3519,3.195998942828737e-06,8.385799992538523e-05
3520,5.359999704523943e-06,8.294600047520362e-05
3521,5.150001015863381e-06,8.418800098297652e-05
3522,3.616998583311215e-06,8.403900028497446e-05
3523,3.727000148501247e-06,8.379799874091987e-05
3524,3.54699841409456e-06,8.380800136364996e-05
3525,7.1930007834453136e-06,8.395800068683457e-05
3526,3.486000423436053e-06,8.395799886784516e-05
3527,3.4360000427113846e-06,8.988999979919754e-05
3528,4.9100017349701375e-06,8.44590013002744e-05
3529,3.796998498728499e-06,8.418899960815907e-05
3530,3.64600055036135e-06,8.40680004330352e-05
3531,3.827000909950584e-06,8.420900121564046e-05
3532,7.505001121899113e-06,8.417800017923582e-05
3533,4.8389993025921285e-06,8.386800072912592e-05
3534,1.8786000509862788e-05,8.39889999042498e-05
3535,3.967999873566441e-06,8.395900113100652e-05
3536,3.667000783025287e-06,8.401900049648248e-05
3537,3.7980007618898526e-06,8.395900113100652e-05
3538,3.8880007195984945e-06,8.981000064522959e-05
3539,3.9570004446431994e-06,8.579099994676653e-05
3540,3.7970003177179024e-06,8.463899939670227e-05
3541,3.4559998312033713e-06,8.475999857182615e-05
3542,3.7070003600092605e-06,8.502000127919018e-05
3543,5.189998773857951e-06,8.557100045436528e-05
3544,4.859000910073519e-06,8.465900100418366e-05
3545,4.909001290798187e-06,8.468899977742694e-05
3546,3.5159991966793314e-06,8.472000081383158e-05
3547,6.121999831520952e-06,8.367800000996795e-05
3548,3.7779991544084623e-06,8.518100003129803e-05
3549,5.6799999583745375e-06,8.365799840248656e-05
3550,3.9570004446431994e-06,9.099199996853713e-05
3551,5.5510008678538725e-06,8.600200089858845e-05
3552,3.6370001907926053e-06,8.528100079274736e-05
3553,7.97500069893431e-06,8.450899986200966e-05
3554,5.309999323799275e-06,0.00010218299939879216
3555,3.7569989217445254e-06,0.00010285299867973663
3556,3.9570004446431994e-06,8.516999878338538e-05
3557,3.4360000427113846e-06,8.501999946020078e-05
3558,3.465998815954663e-06,8.463999984087422e-05
3559,5.539999619941227e-06,8.456000068690628e-05
3560,5.947199861111585e-05,8.460000026389025e-05
3561,4.21799995820038e-06,9.075100024347194e-05
3562,6.571999620064162e-06,0.00010270299935655203
3563,3.7869995139772072e-06,8.531099956599064e-05
3564,3.5869998100679368e-06,0.00010228200153505895
3565,3.556999217835255e-06,8.46900002215989e-05
3566,3.3670003176666796e-06,8.506999984092545e-05
3567,8.597000487498008e-06,8.518999857187737e-05
3568,3.5570010368246585e-06,0.00010172099973715376
3569,5.018999218009412e-06,8.540100134268869e-05
3570,4.66799974674359e-06,8.473999878333416e-05
3571,3.477000063867308e-06,8.488999992550816e-05
3572,3.3659998734947294e-06,9.117199988395441e-05
3573,5.118999979458749e-06,8.572200022172183e-05
3574,5.550999048864469e-06,9.679200047685299e-05
3575,3.577000825316645e-06,8.520099981979001e-05
3576,3.5859993658959866e-06,9.601099918654654e-05
3577,3.406999894650653e-06,0.00010937600018223748
3578,3.957999069825746e-06,8.55409998621326e-05
3579,3.6370001907926053e-06,8.563200026401319e-05
3580,5.731000783271156e-06,8.520000119460747e-05
3581,4.499001079238951e-06,9.546000001137145e-05
3582,5.600000804406591e-06,8.517999958712608e-05
3583,5.109999619890004e-06,0.00010408600064693019
3584,3.967999873566441e-06,8.584200077166315e-05
3585,5.751000571763143e-06,8.534100015822332e-05
3586,3.826999090961181e-06,8.601199988333974e-05
3587,3.8569996831938624e-06,0.00010030900011770427
3588,3.8569996831938624e-06,9.465899893257301e-05
3589,4.178000381216407e-06,8.553199950256385e-05
3590,3.826999090961181e-06,8.548100049665663e-05
3591,8.937000529840589e-06,8.547099969291594e-05
3592,3.635999746620655e-06,8.520099981979001e-05
3593,7.58500027586706e-06,8.565099960833322e-05
3594,3.5169996408512816e-06,9.671199950389564e-05
3595,4.908999471808784e-06,8.604200047557242e-05
3596,3.998000465799123e-06,8.562199946027249e-05
3597,5.351001163944602e-06,8.596199950261507e-05
3598,3.326000296510756e-06,8.563199844502378e-05
3599,4.0380000427830964e-06,8.426900058111642e-05
3600,3.757000740733929e-06,8.577100015827455e-05
3601,3.6159999581286684e-06,8.57720006024465e-05
3602,5.619998773909174e-06,8.413800060225185e-05
3603,7.824999556760304e-06,8.605199946032371e-05
3604,4.980000085197389e-06,8.572099977754988e-05
3605,5.309999323799275e-06,9.453800157643855e-05
3606,3.827000909950584e-06,9.775499893294182e-05
3607,4.01800025429111e-06,8.627299939689692e-05
3608,3.746999936993234e-06,8.555100066587329e-05
3609,3.4460008464520797e-06,8.588200034864713e-05
